filename,floor,bag_id,frame_idx,timestamp_sec,floor_label,image_path
f2_bag42_frame0000.jpg,2,42,0,1678810732.2270217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0000.jpg
f2_bag42_frame0001.jpg,2,42,1,1678810732.2770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0001.jpg
f2_bag42_frame0002.jpg,2,42,2,1678810732.3270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0002.jpg
f2_bag42_frame0003.jpg,2,42,3,1678810732.3770213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0003.jpg
f2_bag42_frame0004.jpg,2,42,4,1678810732.4270215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0004.jpg
f2_bag42_frame0005.jpg,2,42,5,1678810732.4770217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0005.jpg
f2_bag42_frame0006.jpg,2,42,6,1678810732.5270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0006.jpg
f2_bag42_frame0007.jpg,2,42,7,1678810732.5770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0007.jpg
f2_bag42_frame0008.jpg,2,42,8,1678810732.6270204,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0008.jpg
f2_bag42_frame0009.jpg,2,42,9,1678810732.6770215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0009.jpg
f2_bag42_frame0010.jpg,2,42,10,1678810732.7270217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0010.jpg
f2_bag42_frame0011.jpg,2,42,11,1678810732.7770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0011.jpg
f2_bag42_frame0012.jpg,2,42,12,1678810732.8270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0012.jpg
f2_bag42_frame0013.jpg,2,42,13,1678810732.8770213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0013.jpg
f2_bag42_frame0014.jpg,2,42,14,1678810732.9270215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0014.jpg
f2_bag42_frame0015.jpg,2,42,15,1678810732.9770217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0015.jpg
f2_bag42_frame0016.jpg,2,42,16,1678810733.0270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0016.jpg
f2_bag42_frame0017.jpg,2,42,17,1678810733.0770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0017.jpg
f2_bag42_frame0018.jpg,2,42,18,1678810733.1270213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0018.jpg
f2_bag42_frame0019.jpg,2,42,19,1678810733.1770215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0019.jpg
f2_bag42_frame0020.jpg,2,42,20,1678810733.2270217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0020.jpg
f2_bag42_frame0021.jpg,2,42,21,1678810733.2770205,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0021.jpg
f2_bag42_frame0022.jpg,2,42,22,1678810733.3270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0022.jpg
f2_bag42_frame0023.jpg,2,42,23,1678810733.3770213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0023.jpg
f2_bag42_frame0024.jpg,2,42,24,1678810733.4270215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0024.jpg
f2_bag42_frame0025.jpg,2,42,25,1678810733.4770217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0025.jpg
f2_bag42_frame0026.jpg,2,42,26,1678810733.5270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0026.jpg
f2_bag42_frame0027.jpg,2,42,27,1678810733.5770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0027.jpg
f2_bag42_frame0028.jpg,2,42,28,1678810733.6270213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0028.jpg
f2_bag42_frame0029.jpg,2,42,29,1678810733.6770215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0029.jpg
f2_bag42_frame0030.jpg,2,42,30,1678810733.7270217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0030.jpg
f2_bag42_frame0031.jpg,2,42,31,1678810733.7770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0031.jpg
f2_bag42_frame0032.jpg,2,42,32,1678810733.8270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0032.jpg
f2_bag42_frame0033.jpg,2,42,33,1678810733.8770213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0033.jpg
f2_bag42_frame0034.jpg,2,42,34,1678810733.9270203,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0034.jpg
f2_bag42_frame0035.jpg,2,42,35,1678810733.9770217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0035.jpg
f2_bag42_frame0036.jpg,2,42,36,1678810734.0270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0036.jpg
f2_bag42_frame0037.jpg,2,42,37,1678810734.0770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0037.jpg
f2_bag42_frame0038.jpg,2,42,38,1678810734.1270213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0038.jpg
f2_bag42_frame0039.jpg,2,42,39,1678810734.1770215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0039.jpg
f2_bag42_frame0040.jpg,2,42,40,1678810734.2270217,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0040.jpg
f2_bag42_frame0041.jpg,2,42,41,1678810734.2770214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0041.jpg
f2_bag42_frame0042.jpg,2,42,42,1678810734.3270214,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0042.jpg
f2_bag42_frame0043.jpg,2,42,43,1678810734.3770213,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0043.jpg
f2_bag42_frame0044.jpg,2,42,44,1678810734.4270215,2,/home/sindhu/Desktop/Mobile robotics/Project/2nd floor/floor2_extracted/floor2_bag42/f2_bag42_frame0044.jpg
